"School Year","Division Number","Division Name","School Number","School Name","English Learners include Former ELs","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2016-2017","34","Frederick County","420","James Wood Middle","N","776"," ","776"
"2016-2017","34","Frederick County","420","James Wood Middle","Y","131"," ","131"
"2016-2017","34","Frederick County","340","Middletown Elementary","N","449"," ","449"
"2016-2017","34","Frederick County","340","Middletown Elementary","Y","33"," ","33"
"2016-2017","34","Frederick County","584","Millbrook High","N","1,308"," ","1,308"
"2016-2017","34","Frederick County","584","Millbrook High","Y","100"," ","100"
"2016-2017","34","Frederick County","583","Orchard View Elementary","N","429"," ","429"
"2016-2017","34","Frederick County","583","Orchard View Elementary","Y","31"," ","31"
"2016-2017","34","Frederick County","582","Redbud Run Elementary","N","528"," ","528"
"2016-2017","34","Frederick County","582","Redbud Run Elementary","Y","138"," ","138"
"2016-2017","34","Frederick County","480","Robert E. Aylor Middle","N","592"," ","592"
"2016-2017","34","Frederick County","480","Robert E. Aylor Middle","Y","31"," ","31"
"2016-2017","34","Frederick County","581","Sherando High","N","1,472"," ","1,472"
"2016-2017","34","Frederick County","581","Sherando High","Y","37"," ","37"
"2016-2017","34","Frederick County","410","Stonewall Elementary","N","504"," ","504"
"2016-2017","34","Frederick County","410","Stonewall Elementary","Y","84"," ","84"
"2016-2017","110","Fredericksburg City","50","Hugh Mercer Elementary","N","679"," ","679"
"2016-2017","110","Fredericksburg City","50","Hugh Mercer Elementary","Y","172"," ","172"
"2016-2017","110","Fredericksburg City","40","James Monroe High","N","890"," ","890"
"2016-2017","110","Fredericksburg City","40","James Monroe High","Y","133"," ","133"
"2016-2017","110","Fredericksburg City","272","Lafayette Upper Elementary","N","651"," ","651"
"2016-2017","110","Fredericksburg City","272","Lafayette Upper Elementary","Y","173"," ","173"
"2016-2017","110","Fredericksburg City","30","Original Walker-Grant","N","195"," ","195"
"2016-2017","110","Fredericksburg City","273","Walker-Grant Middle","N","578"," ","578"
"2016-2017","110","Fredericksburg City","273","Walker-Grant Middle","Y","106"," ","106"
"2016-2017","111","Galax City","10","Galax Elementary","N","456"," ","456"
"2016-2017","111","Galax City","10","Galax Elementary","Y","111"," ","111"
"2016-2017","111","Galax City","31","Galax High","N","423"," ","423"
"2016-2017","111","Galax City","31","Galax High","Y","70"," ","70"
"2016-2017","111","Galax City","32","Galax Middle","N","224"," ","224"
"2016-2017","111","Galax City","32","Galax Middle","Y","48"," ","48"
"2016-2017","35","Giles County","10","Eastern Elementary/Middle","N","428"," ","428"
"2016-2017","35","Giles County","10","Eastern Elementary/Middle","Y","<"," ","<"
"2016-2017","35","Giles County","461","Giles High","N","682"," ","682"
"2016-2017","35","Giles County","461","Giles High","Y","<"," ","<"
"2016-2017","35","Giles County","390","Macy Mcclaugherty Elementary/Middle","N","509"," ","509"
"2016-2017","35","Giles County","390","Macy Mcclaugherty Elementary/Middle","Y","<"," ","<"
"2016-2017","35","Giles County","400","Narrows Elementary/Middle","N","431"," ","431"
"2016-2017","35","Giles County","400","Narrows Elementary/Middle","Y","<"," ","<"
"2016-2017","35","Giles County","470","Narrows High","N","344"," ","344"
"2016-2017","36","Gloucester County","250","Abingdon Elementary","N","605"," ","605"
"2016-2017","36","Gloucester County","250","Abingdon Elementary","Y","16"," ","16"
"2016-2017","36","Gloucester County","240","Achilles Elementary","N","391"," ","391"
"2016-2017","36","Gloucester County","240","Achilles Elementary","Y","<"," ","<"
"2016-2017","36","Gloucester County","381","Bethel Elementary","N","506"," ","506"
"2016-2017","36","Gloucester County","381","Bethel Elementary","Y","<"," ","<"
"2016-2017","36","Gloucester County","100","Botetourt Elementary","N","579"," ","579"
"2016-2017","36","Gloucester County","100","Botetourt Elementary","Y","<"," ","<"
"2016-2017","36","Gloucester County","260","Gloucester High","N","1,772"," ","1,772"
"2016-2017","36","Gloucester County","260","Gloucester High","Y","<"," ","<"
"2016-2017","36","Gloucester County","802","Page Middle","N","626"," ","626"
"2016-2017","36","Gloucester County","802","Page Middle","Y","10"," ","10"
"2016-2017","36","Gloucester County","280","Peasley Middle","N","637"," ","637"
"2016-2017","36","Gloucester County","280","Peasley Middle","Y","<"," ","<"
"2016-2017","36","Gloucester County","270","Petsworth Elementary","N","321"," ","321"
"2016-2017","36","Gloucester County","270","Petsworth Elementary","Y","<"," ","<"
"2016-2017","37","Goochland County","120","Byrd Elementary","N","333"," ","333"
"2016-2017","37","Goochland County","120","Byrd Elementary","Y","<"," ","<"
"2016-2017","37","Goochland County","360","Goochland Elementary","N","347"," ","347"
"2016-2017","37","Goochland County","360","Goochland Elementary","Y","<"," ","<"
"2016-2017","37","Goochland County","220","Goochland High","N","814"," ","814"
"2016-2017","37","Goochland County","220","Goochland High","Y","12"," ","12"
"2016-2017","37","Goochland County","340","Goochland Middle","N","572"," ","572"
"2016-2017","37","Goochland County","340","Goochland Middle","Y","20"," ","20"
"2016-2017","37","Goochland County","260","Randolph Elementary","N","452"," ","452"
"2016-2017","37","Goochland County","260","Randolph Elementary","Y","34"," ","34"
"2016-2017","38","Grayson County","440","Baywood Elementary","N","129"," ","129"
"2016-2017","38","Grayson County","440","Baywood Elementary","Y","<"," ","<"
"2016-2017","38","Grayson County","480","Fairview Elementary","N","100"," ","100"
"2016-2017","38","Grayson County","480","Fairview Elementary","Y","<"," ","<"
"2016-2017","38","Grayson County","911","Fries Elementary","N","230"," ","230"
"2016-2017","38","Grayson County","911","Fries Elementary","Y","<"," ","<"
"2016-2017","38","Grayson County","421","Grayson County High","N","516"," ","516"
"2016-2017","38","Grayson County","421","Grayson County High","Y","<"," ","<"
"2016-2017","38","Grayson County","430","Grayson Highlands","N","142"," ","142"
"2016-2017","38","Grayson County","430","Grayson Highlands","Y","<"," ","<"
"2016-2017","38","Grayson County","422","Independence Elementary","N","235"," ","235"
"2016-2017","38","Grayson County","422","Independence Elementary","Y","10"," ","10"
"2016-2017","38","Grayson County","11","Independence Middle","N","272"," ","272"
"2016-2017","38","Grayson County","11","Independence Middle","Y","<"," ","<"
"2016-2017","39","Greene County","20","Nathanael Greene Elementary","N","421"," ","421"
"2016-2017","39","Greene County","20","Nathanael Greene Elementary","Y","<"," ","<"
"2016-2017","39","Greene County","10","Nathanael Greene Primary","N","388"," ","388"
"2016-2017","39","Greene County","10","Nathanael Greene Primary","Y","15"," ","15"
"2016-2017","39","Greene County","30","Ruckersville Elementary","N","544"," ","544"
"2016-2017","39","Greene County","30","Ruckersville Elementary","Y","68"," ","68"
"2016-2017","39","Greene County","72","William Monroe High","N","946"," ","946"
"2016-2017","39","Greene County","72","William Monroe High","Y","37"," ","37"
"2016-2017","39","Greene County","71","William Monroe Middle","N","710"," ","710"
"2016-2017","39","Greene County","71","William Monroe Middle","Y","39"," ","39"
"2016-2017","40","Greensville County","260","Belfield Elementary","N","174"," ","174"
"2016-2017","40","Greensville County","260","Belfield Elementary","Y","<"," ","<"
"2016-2017","40","Greensville County","190","Edward W. Wyatt Middle","N","542"," ","542"
"2016-2017","40","Greensville County","190","Edward W. Wyatt Middle","Y","13"," ","13"
"2016-2017","40","Greensville County","200","Greensville County High","N","707"," ","707"
"2016-2017","40","Greensville County","200","Greensville County High","Y","11"," ","11"
"2016-2017","40","Greensville County","50","Greensville Elementary","N","1,063"," ","1,063"
"2016-2017","40","Greensville County","50","Greensville Elementary","Y","33"," ","33"
"2016-2017","41","Halifax County","1560","Clays Mill Elementary","N","162"," ","162"
"2016-2017","41","Halifax County","1501","Cluster Springs Early Learning Center","N","67"," ","67"
"2016-2017","41","Halifax County","20","Cluster Springs Elementary","N","548","<","549"
"2016-2017","41","Halifax County","20","Cluster Springs Elementary","Y","10"," ","10"
"2016-2017","41","Halifax County","10","Halifax County High","N","1,533","<","1,534"
"2016-2017","41","Halifax County","10","Halifax County High","Y","15"," ","15"
"2016-2017","41","Halifax County","1480","Halifax County Middle","N","1,140","<","1,141"
"2016-2017","41","Halifax County","1480","Halifax County Middle","Y","16"," ","16"
"2016-2017","41","Halifax County","1550","Meadville Elementary","N","174"," ","174"
"2016-2017","41","Halifax County","1550","Meadville Elementary","Y","<"," ","<"
"2016-2017","41","Halifax County","1510","Scottsburg Elementary","N","261"," ","261"
"2016-2017","41","Halifax County","1510","Scottsburg Elementary","Y","<"," ","<"
"2016-2017","41","Halifax County","1521","Sinai Elementary","N","242"," ","242"
"2016-2017","41","Halifax County","1521","Sinai Elementary","Y","<"," ","<"
"2016-2017","41","Halifax County","30","South Boston Elementary","N","666"," ","666"
"2016-2017","41","Halifax County","30","South Boston Elementary","Y","24"," ","24"
"2016-2017","41","Halifax County","950","South Boston/Halifax Early Learning Center","N","103"," ","103"
"2016-2017","41","Halifax County","1490","Sydnor Jennings Elementary","N","222"," ","222"
"2016-2017","112","Hampton City","500","A.W.E. Bassette Elementary","N","497"," ","497"
"2016-2017","112","Hampton City","500","A.W.E. Bassette Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","160","Aberdeen Elementary","N","469"," ","469"
"2016-2017","112","Hampton City","160","Aberdeen Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","260","Alfred S. Forrest Elementary","N","501"," ","501"
"2016-2017","112","Hampton City","260","Alfred S. Forrest Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","120","Armstrong Elementary","N","304"," ","304"
"2016-2017","112","Hampton City","120","Armstrong Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","330","Barron Elementary","N","403"," ","403"
"2016-2017","112","Hampton City","330","Barron Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","350","Benjamin Syms Middle","N","951"," ","951"
"2016-2017","112","Hampton City","350","Benjamin Syms Middle","Y","10"," ","10"
"2016-2017","112","Hampton City","430","Bethel High","N","1,814"," ","1,814"
"2016-2017","112","Hampton City","430","Bethel High","Y","12"," ","12"
"2016-2017","112","Hampton City","470","Booker Elementary","N","392"," ","392"
"2016-2017","112","Hampton City","470","Booker Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","450","C. Alton Lindsay Middle","N","619"," ","619"
"2016-2017","112","Hampton City","450","C. Alton Lindsay Middle","Y","34"," ","34"
"2016-2017","112","Hampton City","460","Captain John Smith Elementary","N","445"," ","445"
"2016-2017","112","Hampton City","460","Captain John Smith Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","420","Christopher C. Kraft Elementary","N","492"," ","492"
"2016-2017","112","Hampton City","420","Christopher C. Kraft Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","30","Francis Asbury Elementary","N","385"," ","385"
"2016-2017","112","Hampton City","70","Francis W. Jones Magnet Middle","N","688"," ","688"
"2016-2017","112","Hampton City","70","Francis W. Jones Magnet Middle","Y","<"," ","<"
"2016-2017","112","Hampton City","650","George P. Phenix Elementary","N","1,424"," ","1,424"
"2016-2017","112","Hampton City","650","George P. Phenix Elementary","Y","40"," ","40"
"2016-2017","112","Hampton City","280","Hampton High","N","1,421"," ","1,421"
"2016-2017","112","Hampton City","280","Hampton High","Y","58"," ","58"
"2016-2017","112","Hampton City","640","Hunter B. Andrews","N","1,115"," ","1,115"
"2016-2017","112","Hampton City","640","Hunter B. Andrews","Y","<"," ","<"
"2016-2017","112","Hampton City","250","Jane H. Bryan Elementary","N","389"," ","389"
"2016-2017","112","Hampton City","250","Jane H. Bryan Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","300","Jefferson Davis Middle","N","652"," ","652"
"2016-2017","112","Hampton City","300","Jefferson Davis Middle","Y","<"," ","<"
"2016-2017","112","Hampton City","270","John B. Cary Elementary","N","353"," ","353"
"2016-2017","112","Hampton City","270","John B. Cary Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","440","John Tyler Elementary","N","444"," ","444"
"2016-2017","112","Hampton City","440","John Tyler Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","320","Kecoughtan High","N","1,748","<","1,749"
"2016-2017","112","Hampton City","320","Kecoughtan High","Y","10"," ","10"
"2016-2017","112","Hampton City","490","Luther W. Machen Elementary","N","421"," ","421"
"2016-2017","112","Hampton City","490","Luther W. Machen Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","210","Moton Early Childhood Center","N","278"," ","278"
"2016-2017","112","Hampton City","410","Paul Burbank Elementary","N","392"," ","392"
"2016-2017","112","Hampton City","410","Paul Burbank Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","370","Phillips Elementary","N","419"," ","419"
"2016-2017","112","Hampton City","370","Phillips Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","50","Phoebus High","N","1,085"," ","1,085"
"2016-2017","112","Hampton City","50","Phoebus High","Y","<"," ","<"
"2016-2017","112","Hampton City","180","Samuel P. Langley Elementary","N","352"," ","352"
"2016-2017","112","Hampton City","180","Samuel P. Langley Elementary","Y","198"," ","198"
"2016-2017","112","Hampton City","380","Thomas Eaton Middle","N","663"," ","663"
"2016-2017","112","Hampton City","380","Thomas Eaton Middle","Y","<"," ","<"
"2016-2017","112","Hampton City","360","Tucker-Capps Elementary","N","326"," ","326"
"2016-2017","112","Hampton City","360","Tucker-Capps Elementary","Y","<"," ","<"
"2016-2017","112","Hampton City","80","William Mason Cooper Elementary","N","396"," ","396"
"2016-2017","112","Hampton City","80","William Mason Cooper Elementary","Y","<"," ","<"
"2016-2017","42","Hanover County","62","Atlee High","N","1,673"," ","1,673"
"2016-2017","42","Hanover County","62","Atlee High","Y","12"," ","12"
"2016-2017","42","Hanover County","360","Battlefield Park Elementary","N","457"," ","457"
"2016-2017","42","Hanover County","360","Battlefield Park Elementary","Y","<"," ","<"
"2016-2017","42","Hanover County","20","Beaverdam Elementary","N","333"," ","333"
"2016-2017","42","Hanover County","20","Beaverdam Elementary","Y","<"," ","<"
"2016-2017","42","Hanover County","61","Chickahominy Middle","N","1,192"," ","1,192"
"2016-2017","42","Hanover County","61","Chickahominy Middle","Y","15"," ","15"
"2016-2017","42","Hanover County","70","Cold Harbor Elementary","N","562"," ","562"
"2016-2017","42","Hanover County","70","Cold Harbor Elementary","Y","<"," ","<"
"2016-2017","42","Hanover County","551","Cool Spring Elementary","N","624"," ","624"
"2016-2017","42","Hanover County","551","Cool Spring Elementary","Y","11"," ","11"
