"School Year","Division Number","Division Name","School Number","School Name","Disabled","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2018-2019","128","Virginia Beach City","10","Green Run High","Y","254"," ","254"
"2018-2019","128","Virginia Beach City","540","Hermitage Elementary","N","569"," ","569"
"2018-2019","128","Virginia Beach City","540","Hermitage Elementary","Y","75"," ","75"
"2018-2019","128","Virginia Beach City","600","Holland Elementary","N","515"," ","515"
"2018-2019","128","Virginia Beach City","600","Holland Elementary","Y","77"," ","77"
"2018-2019","128","Virginia Beach City","740","Independence Middle","N","1,100"," ","1,100"
"2018-2019","128","Virginia Beach City","740","Independence Middle","Y","192"," ","192"
"2018-2019","128","Virginia Beach City","800","Indian Lakes Elementary","N","555"," ","555"
"2018-2019","128","Virginia Beach City","800","Indian Lakes Elementary","Y","88"," ","88"
"2018-2019","128","Virginia Beach City","360","John B. Dey Elementary","N","730"," ","730"
"2018-2019","128","Virginia Beach City","360","John B. Dey Elementary","Y","59"," ","59"
"2018-2019","128","Virginia Beach City","450","Kempsville Elementary","N","403"," ","403"
"2018-2019","128","Virginia Beach City","450","Kempsville Elementary","Y","85"," ","85"
"2018-2019","128","Virginia Beach City","620","Kempsville High","N","1,521"," ","1,521"
"2018-2019","128","Virginia Beach City","620","Kempsville High","Y","173"," ","173"
"2018-2019","128","Virginia Beach City","410","Kempsville Meadows Elementary","N","408"," ","408"
"2018-2019","128","Virginia Beach City","410","Kempsville Meadows Elementary","Y","50"," ","50"
"2018-2019","128","Virginia Beach City","690","Kempsville Middle","N","676"," ","676"
"2018-2019","128","Virginia Beach City","690","Kempsville Middle","Y","99"," ","99"
"2018-2019","128","Virginia Beach City","420","King's Grant Elementary","N","483"," ","483"
"2018-2019","128","Virginia Beach City","420","King's Grant Elementary","Y","75"," ","75"
"2018-2019","128","Virginia Beach City","580","Kingston Elementary","N","508"," ","508"
"2018-2019","128","Virginia Beach City","580","Kingston Elementary","Y","34"," ","34"
"2018-2019","128","Virginia Beach City","932","Landstown Elementary","N","685"," ","685"
"2018-2019","128","Virginia Beach City","932","Landstown Elementary","Y","113"," ","113"
"2018-2019","128","Virginia Beach City","1030","Landstown High","N","1,966"," ","1,966"
"2018-2019","128","Virginia Beach City","1030","Landstown High","Y","245"," ","245"
"2018-2019","128","Virginia Beach City","931","Landstown Middle","N","1,237"," ","1,237"
"2018-2019","128","Virginia Beach City","931","Landstown Middle","Y","190"," ","190"
"2018-2019","128","Virginia Beach City","970","Larkspur Middle","N","1,382"," ","1,382"
"2018-2019","128","Virginia Beach City","970","Larkspur Middle","Y","200"," ","200"
"2018-2019","128","Virginia Beach City","330","Linkhorn Park Elementary","N","497"," ","497"
"2018-2019","128","Virginia Beach City","330","Linkhorn Park Elementary","Y","57"," ","57"
"2018-2019","128","Virginia Beach City","460","Luxford Elementary","N","464"," ","464"
"2018-2019","128","Virginia Beach City","460","Luxford Elementary","Y","57"," ","57"
"2018-2019","128","Virginia Beach City","520","Lynnhaven Elementary","N","371"," ","371"
"2018-2019","128","Virginia Beach City","520","Lynnhaven Elementary","Y","55"," ","55"
"2018-2019","128","Virginia Beach City","730","Lynnhaven Middle","N","792"," ","792"
"2018-2019","128","Virginia Beach City","730","Lynnhaven Middle","Y","127"," ","127"
"2018-2019","128","Virginia Beach City","500","Malibu Elementary","N","364"," ","364"
"2018-2019","128","Virginia Beach City","500","Malibu Elementary","Y","62"," ","62"
"2018-2019","128","Virginia Beach City","1020","New Castle Elementary","N","678"," ","678"
"2018-2019","128","Virginia Beach City","1020","New Castle Elementary","Y","67"," ","67"
"2018-2019","128","Virginia Beach City","710","Newtown Elementary","N","475"," ","475"
"2018-2019","128","Virginia Beach City","710","Newtown Elementary","Y","39"," ","39"
"2018-2019","128","Virginia Beach City","760","North Landing Elementary","N","402"," ","402"
"2018-2019","128","Virginia Beach City","760","North Landing Elementary","Y","45"," ","45"
"2018-2019","128","Virginia Beach City","880","Ocean Lakes Elementary","N","515"," ","515"
"2018-2019","128","Virginia Beach City","880","Ocean Lakes Elementary","Y","67"," ","67"
"2018-2019","128","Virginia Beach City","960","Ocean Lakes High","N","1,846"," ","1,846"
"2018-2019","128","Virginia Beach City","960","Ocean Lakes High","Y","223"," ","223"
"2018-2019","128","Virginia Beach City","80","Old Donation School","N","1,245"," ","1,245"
"2018-2019","128","Virginia Beach City","80","Old Donation School","Y","10"," ","10"
"2018-2019","128","Virginia Beach City","820","Parkway Elementary","N","420"," ","420"
"2018-2019","128","Virginia Beach City","820","Parkway Elementary","Y","46"," ","46"
"2018-2019","128","Virginia Beach City","490","Pembroke Elementary","N","382"," ","382"
"2018-2019","128","Virginia Beach City","490","Pembroke Elementary","Y","146"," ","146"
"2018-2019","128","Virginia Beach City","660","Pembroke Meadows Elementary","N","477"," ","477"
"2018-2019","128","Virginia Beach City","660","Pembroke Meadows Elementary","Y","59"," ","59"
"2018-2019","128","Virginia Beach City","640","Plaza Middle","N","988"," ","988"
"2018-2019","128","Virginia Beach City","640","Plaza Middle","Y","110"," ","110"
"2018-2019","128","Virginia Beach City","680","Point O' View Elementary","N","641"," ","641"
"2018-2019","128","Virginia Beach City","680","Point O' View Elementary","Y","80"," ","80"
"2018-2019","128","Virginia Beach City","340","Princess Anne Elementary","N","535"," ","535"
"2018-2019","128","Virginia Beach City","340","Princess Anne Elementary","Y","107"," ","107"
"2018-2019","128","Virginia Beach City","321","Princess Anne High","N","1,568"," ","1,568"
"2018-2019","128","Virginia Beach City","321","Princess Anne High","Y","211"," ","211"
"2018-2019","128","Virginia Beach City","750","Princess Anne Middle","N","1,295"," ","1,295"
"2018-2019","128","Virginia Beach City","750","Princess Anne Middle","Y","153"," ","153"
"2018-2019","128","Virginia Beach City","692","Providence Elementary","N","507"," ","507"
"2018-2019","128","Virginia Beach City","692","Providence Elementary","Y","54"," ","54"
"2018-2019","128","Virginia Beach City","900","Red Mill Elementary","N","578"," ","578"
"2018-2019","128","Virginia Beach City","900","Red Mill Elementary","Y","69"," ","69"
"2018-2019","128","Virginia Beach City","810","Rosemont Elementary","N","401"," ","401"
"2018-2019","128","Virginia Beach City","810","Rosemont Elementary","Y","43"," ","43"
"2018-2019","128","Virginia Beach City","840","Rosemont Forest Elementary","N","469"," ","469"
"2018-2019","128","Virginia Beach City","840","Rosemont Forest Elementary","Y","54"," ","54"
"2018-2019","128","Virginia Beach City","830","Salem Elementary","N","450"," ","450"
"2018-2019","128","Virginia Beach City","830","Salem Elementary","Y","45"," ","45"
"2018-2019","128","Virginia Beach City","850","Salem High","N","1,582"," ","1,582"
"2018-2019","128","Virginia Beach City","850","Salem High","Y","175"," ","175"
"2018-2019","128","Virginia Beach City","50","Salem Middle","N","934"," ","934"
"2018-2019","128","Virginia Beach City","50","Salem Middle","Y","132"," ","132"
"2018-2019","128","Virginia Beach City","290","Seatack Elementary an Achievable Dream Academy","N","326"," ","326"
"2018-2019","128","Virginia Beach City","290","Seatack Elementary an Achievable Dream Academy","Y","31"," ","31"
"2018-2019","128","Virginia Beach City","300","Shelton Park Elementary","N","354"," ","354"
"2018-2019","128","Virginia Beach City","300","Shelton Park Elementary","Y","78"," ","78"
"2018-2019","128","Virginia Beach City","940","Strawbridge Elementary","N","598"," ","598"
"2018-2019","128","Virginia Beach City","940","Strawbridge Elementary","Y","60"," ","60"
"2018-2019","128","Virginia Beach City","910","Tallwood Elementary","N","529"," ","529"
"2018-2019","128","Virginia Beach City","910","Tallwood Elementary","Y","76"," ","76"
"2018-2019","128","Virginia Beach City","920","Tallwood High","N","1,676"," ","1,676"
"2018-2019","128","Virginia Beach City","920","Tallwood High","Y","213"," ","213"
"2018-2019","128","Virginia Beach City","350","Thalia Elementary","N","511"," ","511"
"2018-2019","128","Virginia Beach City","350","Thalia Elementary","Y","70"," ","70"
"2018-2019","128","Virginia Beach City","400","Thoroughgood Elementary","N","560"," ","560"
"2018-2019","128","Virginia Beach City","400","Thoroughgood Elementary","Y","65"," ","65"
"2018-2019","128","Virginia Beach City","100","Three Oaks Elementary","N","684"," ","684"
"2018-2019","128","Virginia Beach City","100","Three Oaks Elementary","Y","72"," ","72"
"2018-2019","128","Virginia Beach City","510","Trantwood Elementary","N","458"," ","458"
"2018-2019","128","Virginia Beach City","510","Trantwood Elementary","Y","72"," ","72"
"2018-2019","128","Virginia Beach City","140","Virginia Beach Middle","N","720"," ","720"
"2018-2019","128","Virginia Beach City","140","Virginia Beach Middle","Y","93"," ","93"
"2018-2019","128","Virginia Beach City","130","W.T. Cooke Elementary","N","482"," ","482"
"2018-2019","128","Virginia Beach City","130","W.T. Cooke Elementary","Y","52"," ","52"
"2018-2019","128","Virginia Beach City","20","White Oaks Elementary","N","564"," ","564"
"2018-2019","128","Virginia Beach City","20","White Oaks Elementary","Y","76"," ","76"
"2018-2019","128","Virginia Beach City","470","Williams Elementary","N","471"," ","471"
"2018-2019","128","Virginia Beach City","470","Williams Elementary","Y","67"," ","67"
"2018-2019","128","Virginia Beach City","670","Windsor Oaks Elementary","N","523"," ","523"
"2018-2019","128","Virginia Beach City","670","Windsor Oaks Elementary","Y","72"," ","72"
"2018-2019","128","Virginia Beach City","560","Windsor Woods Elementary","N","302"," ","302"
"2018-2019","128","Virginia Beach City","560","Windsor Woods Elementary","Y","97"," ","97"
"2018-2019","128","Virginia Beach City","390","Woodstock Elementary","N","638"," ","638"
"2018-2019","128","Virginia Beach City","390","Woodstock Elementary","Y","79"," ","79"
"2018-2019","93","Warren County","90","A.S. Rhodes Elementary","N","253"," ","253"
"2018-2019","93","Warren County","90","A.S. Rhodes Elementary","Y","14"," ","14"
"2018-2019","93","Warren County","140","E. Wilson Morrison Elementary","N","433"," ","433"
"2018-2019","93","Warren County","140","E. Wilson Morrison Elementary","Y","43"," ","43"
"2018-2019","93","Warren County","371","Hilda J. Barbour Elementary","N","431"," ","431"
"2018-2019","93","Warren County","371","Hilda J. Barbour Elementary","Y","57","<","58"
"2018-2019","93","Warren County","20","Leslie Fox Keyser Elementary","N","481"," ","481"
"2018-2019","93","Warren County","20","Leslie Fox Keyser Elementary","Y","81"," ","81"
"2018-2019","93","Warren County","240","Ressie Jeffries Elementary","N","495"," ","495"
"2018-2019","93","Warren County","240","Ressie Jeffries Elementary","Y","77"," ","77"
"2018-2019","93","Warren County","250","Skyline High","N","744","<","745"
"2018-2019","93","Warren County","250","Skyline High","Y","118"," ","118"
"2018-2019","93","Warren County","260","Skyline Middle School","N","561"," ","561"
"2018-2019","93","Warren County","260","Skyline Middle School","Y","100"," ","100"
"2018-2019","93","Warren County","230","Warren County High","N","698","<","699"
"2018-2019","93","Warren County","230","Warren County High","Y","112"," ","112"
"2018-2019","93","Warren County","280","Warren County Middle School","N","515"," ","515"
"2018-2019","93","Warren County","280","Warren County Middle School","Y","85","<","86"
"2018-2019","94","Washington County","1080","Abingdon Elementary","N","388"," ","388"
"2018-2019","94","Washington County","1080","Abingdon Elementary","Y","74"," ","74"
"2018-2019","94","Washington County","1030","Abingdon High","N","754"," ","754"
"2018-2019","94","Washington County","1030","Abingdon High","Y","142"," ","142"
"2018-2019","94","Washington County","40","Damascus Middle","N","170"," ","170"
"2018-2019","94","Washington County","40","Damascus Middle","Y","47"," ","47"
"2018-2019","94","Washington County","1110","E.B. Stanley Middle","N","539"," ","539"
"2018-2019","94","Washington County","1110","E.B. Stanley Middle","Y","120","<","121"
"2018-2019","94","Washington County","1090","Glade Spring Middle","N","241"," ","241"
"2018-2019","94","Washington County","1090","Glade Spring Middle","Y","62"," ","62"
"2018-2019","94","Washington County","260","Greendale Elementary","N","237"," ","237"
"2018-2019","94","Washington County","260","Greendale Elementary","Y","59"," ","59"
"2018-2019","94","Washington County","1070","High Point Elementary","N","519"," ","519"
"2018-2019","94","Washington County","1070","High Point Elementary","Y","72"," ","72"
"2018-2019","94","Washington County","1060","Holston High","N","231"," ","231"
"2018-2019","94","Washington County","1060","Holston High","Y","54"," ","54"
"2018-2019","94","Washington County","1040","John S. Battle High","N","542"," ","542"
"2018-2019","94","Washington County","1040","John S. Battle High","Y","80"," ","80"
"2018-2019","94","Washington County","20","Meadowview Elementary","N","471"," ","471"
"2018-2019","94","Washington County","20","Meadowview Elementary","Y","116"," ","116"
"2018-2019","94","Washington County","1050","Patrick Henry High","N","363","<","364"
"2018-2019","94","Washington County","1050","Patrick Henry High","Y","67"," ","67"
"2018-2019","94","Washington County","50","Rhea Valley Elementary","N","322"," ","322"
"2018-2019","94","Washington County","50","Rhea Valley Elementary","Y","68"," ","68"
"2018-2019","94","Washington County","1020","Valley Institute Elementary","N","263"," ","263"
"2018-2019","94","Washington County","1020","Valley Institute Elementary","Y","55"," ","55"
"2018-2019","94","Washington County","620","Wallace Middle","N","394"," ","394"
"2018-2019","94","Washington County","620","Wallace Middle","Y","79"," ","79"
"2018-2019","94","Washington County","70","Watauga Elementary","N","496"," ","496"
"2018-2019","94","Washington County","70","Watauga Elementary","Y","65","<","66"
"2018-2019","130","Waynesboro City","650","Berkeley Glenn Elementary","N","244"," ","244"
"2018-2019","130","Waynesboro City","650","Berkeley Glenn Elementary","Y","28"," ","28"
"2018-2019","130","Waynesboro City","640","Kate Collins Middle","N","623"," ","623"
"2018-2019","130","Waynesboro City","640","Kate Collins Middle","Y","74"," ","74"
"2018-2019","130","Waynesboro City","620","Wayne Hills Center","N","77"," ","77"
"2018-2019","130","Waynesboro City","620","Wayne Hills Center","Y","16","<","17"
"2018-2019","130","Waynesboro City","600","Waynesboro High","N","754"," ","754"
"2018-2019","130","Waynesboro City","600","Waynesboro High","Y","90","<","91"
